Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
1230;7793344000203;ROLLO DE COCINA X 3 DICHA                        ;CARNICERIA                             ;21;720;0
1231;7798125320174;crema leche orcovi x 740                         ;CARNICERIA                             ;21;7050;0
1232;1232;x                                                ;CARNICERIA                             ;21;26;0
1233;7791293012070;desod DOVE AER MEN CARE                          ;CARNICERIA                             ;21;4370;0
1234;1234;LATA X500                                        ;CARNICERIA                             ;21;150;0
1235;7791290001039;CONFORT X 4L                                     ;CARNICERIA                             ;21;447;0
1236;7898422746759;jab TOC DOVE                                     ;CARNICERIA                             ;21;1520;0
1237;7790060053032;NOBLE GAUCHA S/PALO X 1K                         ;CARNICERIA                             ;21;52.5;0
1238;1238;x                                                ;CARNICERIA                             ;21;50.3;0
1239;7793253341312;AYUDIN AIRE DE BOSQ X 1 L                        ;CARNICERIA                             ;21;16.9;0
1240;7793360129964;ensalada atun la camp                            ;CARNICERIA                             ;21;995;0
1241;7793253041021; POET TOQ RTO DEJA VU                            ;CARNICERIA                             ;21;16.3;0
1242;77940704;desod ODORONO CREM x 60g                         ;CARNICERIA                             ;21;1620;0
1243;7790088001053;ARVEJA NAT ALCO                                  ;CARNICERIA                             ;21;660;0
1244;7790250019510;P.H HIGIENOL premium dob hoj x 30                ;CARNICERIA                             ;21;490;0
1246;7791290007130;ALA BOT X 500 ml MATIC                           ;CARNICERIA                             ;21;1270;0
1247;7791708000364;pizza venezziana X 1                             ;CARNICERIA                             ;21;19;0
1248;102;achuras                                          ;CARNICERIA                             ;10.5;6020;0
1249;103;RI—ON                                            ;CARNICERIA                             ;10.5;4490;0
1250;104;MOLLEJAS                                         ;CARNICERIA                             ;10.5;14000;0
1251;105;LENGUA                                           ;CARNICERIA                             ;10.5;3500;0
1252;106;AZUFRE                                           ;CARNICERIA                             ;21;40;0
1253;107;PICADA                                           ;CARNICERIA                             ;10.5;6990;0
1254;7622201491611;TERRABUSSI SCONS                                 ;CARNICERIA                             ;10.5;820;0
1255;109;PALTA                                            ;CARNICERIA                             ;10.5;10000;0
1256;110;ALITAS                                           ;CARNICERIA                             ;21;1500;0
1257;111;PULPA                                            ;CARNICERIA                             ;10.5;8990;0
1258;112;VACIO                                            ;CARNICERIA                             ;10.5;8990;0
1259;7790580132767;Prestopronta individual x 65                     ;CARNICERIA                             ;10.5;50;0
1260;114;BARBIJOS                                         ;CARNICERIA                             ;21;90;0
1261;115;CUADRIL                                          ;CARNICERIA                             ;10.5;9800;0
1262;116;MARUCHA                                          ;CARNICERIA                             ;10.5;7990;0
1263;117;COSTELETA                                        ;CARNICERIA                             ;10.5;8990;0
1264;118;COSTILLA                                         ;CARNICERIA                             ;10.5;8990;0
1265;119;PUCHERO                                          ;CARNICERIA                             ;10.5;5990;0
1267;121;CHINGOLO                                         ;CARNICERIA                             ;10.5;6990;0
1268;122;PECETO                                           ;CARNICERIA                             ;10.5;9990;0
1269;123;MATAMBRE                                         ;CARNICERIA                             ;10.5;10900;0
1270;124;SAPITO                                           ;CARNICERIA                             ;10.5;9990;0
1271;125;LOMO                                             ;CARNICERIA                             ;10.5;11900;0
1272;126;AGUJAS                                           ;CARNICERIA                             ;10.5;7990;0
1273;127;PULPA EC                                         ;CARNICERIA                             ;10.5;7990;0
1274;128;SESO                                             ;CARNICERIA                             ;10.5;1000;0
1275;129;MORCILLA                                         ;CARNICERIA                             ;21;4800;0
1276;130;ROAF BEEF                                        ;CARNICERIA                             ;21;79;0
1277;131;LECHON                                           ;CARNICERIA                             ;21;3500;0
1278;132;POLLO                                            ;CARNICERIA                             ;10.5;3640;0
1279;133;PATA MUSLO                                       ;CARNICERIA                             ;10.5;3900;0
1280;7790990501481;JABON LIQ PLUSB X 250 KARITE                     ;CARNICERIA                             ;21;715;0
1281;7790740506032;TRATAM CAPILAR PLUSB. EXTRA BRILLO               ;CARNICERIA                             ;21;23;0
1282;7501007488141;TOALLAS FEM ALWAYS C/ALAS X8                     ;CARNICERIA                             ;21;37.6;0
1283;7790580117054;MOGUL FRUTAL X 50                                ;CARNICERIA                             ;21;750;0
1284;7791813111214;ROCKSTAR X 500                                   ;CARNICERIA                             ;21;210;0
1285;7790580221904;PURE TOM ARCOR X 520G                            ;CARNICERIA                             ;21;980;0
1286;7791716000011;AZUCAR X 1 K CEDUL                               ;CARNICERIA                             ;21;71;0
1287;1287; PATEGRAS LA SER. HORMA                          ;CARNICERIA                             ;21;86.8;0
1288;7791337409019;postre SERENITO MIXER                            ;CARNICERIA                             ;21;390;0
1289;6901605603297;pistola rell                                     ;CARNICERIA                             ;21;3299.9;0
1290;7622300847265;EXPRESS X 5                                      ;CARNICERIA                             ;21;200;0
1291;7790580133573;HUEVO arcor sorpresa                             ;CARNICERIA                             ;21;90;0
1292;7702018880409;prestobarba 3 FILOS                              ;CARNICERIA                             ;21;2700;0
1293;7790670000037;paty clasica x 4                                 ;                                       ;21;35.6;0
1294;7790670000372;paty criolla x 4                                 ;                                       ;21;34.6;0
1295;7798344910286;MANTECA SyS x 200                                ;CARNICERIA                             ;21;2969;0
1296;7791843004906;LOS HAROLDOS CABERNET                            ;CARNICERIA                             ;21;39;0
1297;7798049540290;ARVEJAS PARTIDAS                                 ;CARNICERIA                             ;21;800;0
1298;7798048720945;GARBANZOS PTE x 400 elio                         ;CARNICERIA                             ;21;2000;0
1299;1299;C                                                ;CARNICERIA                             ;21;56.9;0
1300;7795323002789;LECHE vital x 1l                                 ;LACTEOS                                ;21;290;0
1301;7790580626600;BIZCOCH GODET CHOCOLATE                          ;CARNICERIA                             ;21;3639;0
1302;7790070410139;EXQUISITA VAINILLA                               ;CARNICERIA                             ;21;3340;0
